"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2020-11-16 04:10:33",11,"Charger","France",2020,11,16
"2020-11-16 04:22:31",19.2,"UsbCable","US",2020,11,16
"2020-11-16 04:25:09",7.8,"Keyboard","UK",2020,11,16
"2020-11-16 04:28:08",15.5,"Keyboard","UK",2020,11,16
"2020-11-16 04:28:27",13.3,"Mouse","Canada",2020,11,16
"2020-11-16 04:30:59",13.4,"Mouse","Canada",2020,11,16
"2020-11-16 04:46:56",3.6,"Mouse","UK",2020,11,16
"2020-11-16 04:52:26",10.6,"Charger","US",2020,11,16
"2020-11-16 04:55:44",9.9,"Keyboard","France",2020,11,16
"2020-11-16 04:58:00",5.4,"Charger","UK",2020,11,16
"2020-11-16 05:03:48",9.7,"Charger","Canada",2020,11,16
"2020-11-16 05:04:14",16,"Charger","US",2020,11,16
"2020-11-16 05:05:53",3,"Keyboard","France",2020,11,16
"2020-11-16 05:06:25",9.8,"Mouse","UK",2020,11,16
"2020-11-16 05:11:56",3.4,"Charger","US",2020,11,16
"2020-11-16 05:15:48",17.3,"UsbCable","France",2020,11,16
"2020-11-16 05:20:21",13,"UsbCable","US",2020,11,16
"2020-11-16 05:21:54",11.3,"Mouse","US",2020,11,16
"2020-11-16 05:25:59",16.2,"UsbCable","France",2020,11,16
"2020-11-16 05:32:13",17.1,"Mouse","US",2020,11,16
"2020-11-16 05:38:27",19.2,"UsbCable","UK",2020,11,16
"2020-11-16 05:39:18",13,"Charger","US",2020,11,16
"2020-11-16 05:39:35",3.2,"Mouse","Canada",2020,11,16
"2020-11-16 05:40:16",8.6,"UsbCable","Canada",2020,11,16
"2020-11-16 06:05:36",7.3,"Keyboard","UK",2020,11,16
"2020-11-16 06:11:40",12.4,"Mouse","UK",2020,11,16
"2020-11-16 06:17:52",13.7,"Mouse","UK",2020,11,16
"2020-11-16 06:29:04",11.2,"Keyboard","France",2020,11,16
"2020-11-16 06:30:23",16.6,"Keyboard","Canada",2020,11,16
"2020-11-16 06:31:52",16.6,"Keyboard","France",2020,11,16
"2020-11-16 06:39:13",10.9,"Mouse","Canada",2020,11,16
"2020-11-16 06:39:56",9.1,"UsbCable","France",2020,11,16
"2020-11-16 07:01:43",5.3,"Charger","UK",2020,11,16
"2020-11-16 07:10:31",5.1,"Mouse","US",2020,11,16
"2020-11-16 07:30:12",13,"UsbCable","Canada",2020,11,16
"2020-11-16 07:44:12",19.7,"Mouse","US",2020,11,16
"2020-11-16 07:47:13",18.1,"Mouse","UK",2020,11,16
"2020-11-16 07:52:26",9.6,"Keyboard","US",2020,11,16
"2020-11-16 07:54:13",2.5,"Charger","US",2020,11,16
"2020-11-16 07:57:12",17.9,"UsbCable","US",2020,11,16
"2020-11-16 08:03:23",16.7,"Mouse","Canada",2020,11,16
"2020-11-16 08:04:34",2.2,"Mouse","UK",2020,11,16
"2020-11-16 08:05:33",15.3,"Keyboard","France",2020,11,16
"2020-11-16 08:15:58",15.4,"Charger","US",2020,11,16
"2020-11-16 08:28:11",19.3,"Charger","Canada",2020,11,16
"2020-11-16 08:41:43",13,"Mouse","US",2020,11,16
"2020-11-16 08:42:06",16.3,"Keyboard","France",2020,11,16
"2020-11-16 08:45:57",14.8,"UsbCable","UK",2020,11,16
"2020-11-16 09:01:45",9.2,"Charger","US",2020,11,16
"2020-11-16 09:03:47",15.7,"Keyboard","US",2020,11,16
"2020-11-16 09:07:10",12.9,"Mouse","UK",2020,11,16
"2020-11-16 09:17:53",17.4,"UsbCable","UK",2020,11,16
"2020-11-16 09:23:04",15.7,"Keyboard","US",2020,11,16
"2020-11-16 09:24:29",17.9,"Charger","US",2020,11,16
"2020-11-16 09:25:27",9.4,"Keyboard","UK",2020,11,16
"2020-11-16 09:31:17",16.2,"Mouse","UK",2020,11,16
"2020-11-16 09:31:17",13,"UsbCable","US",2020,11,16
"2020-11-16 09:34:41",13.9,"UsbCable","US",2020,11,16
"2020-11-16 09:39:16",5.6,"UsbCable","US",2020,11,16
"2020-11-16 09:48:34",14.4,"Mouse","Canada",2020,11,16
"2020-11-16 09:56:50",12.8,"Keyboard","Canada",2020,11,16
"2020-11-16 09:57:33",5.3,"Charger","UK",2020,11,16
"2020-11-16 10:00:01",7.9,"UsbCable","France",2020,11,16
"2020-11-16 10:08:16",10,"Charger","UK",2020,11,16
"2020-11-16 10:12:22",8.9,"Mouse","UK",2020,11,16
"2020-11-16 10:38:59",18.6,"Charger","France",2020,11,16
"2020-11-16 10:53:54",11.8,"Keyboard","Canada",2020,11,16
"2020-11-16 11:06:26",12.7,"Charger","UK",2020,11,16
"2020-11-16 11:13:12",10.5,"Charger","France",2020,11,16
"2020-11-16 11:14:46",16.4,"Mouse","France",2020,11,16
"2020-11-16 11:24:45",8.2,"Keyboard","France",2020,11,16
"2020-11-16 11:31:18",5.4,"UsbCable","France",2020,11,16
"2020-11-16 11:50:31",14.9,"Keyboard","France",2020,11,16
"2020-11-16 11:55:43",15.7,"Keyboard","France",2020,11,16
"2020-11-16 11:56:38",7,"Charger","France",2020,11,16
"2020-11-16 12:01:19",2.3,"Mouse","France",2020,11,16
"2020-11-16 12:10:29",18.3,"Charger","UK",2020,11,16
"2020-11-16 12:11:39",16.1,"Keyboard","UK",2020,11,16
"2020-11-16 12:13:48",2.7,"UsbCable","France",2020,11,16
"2020-11-16 12:15:15",7.1,"Charger","Canada",2020,11,16
"2020-11-16 12:22:21",10.4,"UsbCable","US",2020,11,16
"2020-11-16 12:29:21",16.1,"Charger","France",2020,11,16
"2020-11-16 12:55:26",17.7,"Keyboard","US",2020,11,16
"2020-11-16 12:56:52",13.2,"UsbCable","US",2020,11,16
"2020-11-16 13:04:59",12.9,"Mouse","France",2020,11,16
"2020-11-16 13:09:16",7,"Charger","UK",2020,11,16
"2020-11-16 13:09:16",3.7,"Keyboard","US",2020,11,16
"2020-11-16 13:09:21",12.4,"Charger","US",2020,11,16
"2020-11-16 13:09:47",8.9,"Keyboard","US",2020,11,16
"2020-11-16 13:15:39",16.9,"Mouse","France",2020,11,16
"2020-11-16 13:16:44",9.4,"Mouse","UK",2020,11,16
"2020-11-16 13:18:25",2.3,"UsbCable","UK",2020,11,16
