"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-02-09 04:15:51",6.1,"Mouse","Canada",2021,2,9
"2021-02-09 04:19:46",9.9,"Mouse","Canada",2021,2,9
"2021-02-09 04:23:32",18.4,"Keyboard","France",2021,2,9
"2021-02-09 04:30:22",12.3,"UsbCable","UK",2021,2,9
"2021-02-09 04:33:00",19,"Charger","US",2021,2,9
"2021-02-09 04:33:40",18.9,"UsbCable","UK",2021,2,9
"2021-02-09 04:42:19",9.2,"Mouse","Canada",2021,2,9
"2021-02-09 05:04:31",6.9,"Mouse","France",2021,2,9
"2021-02-09 05:11:26",2.9,"Charger","Canada",2021,2,9
"2021-02-09 05:23:53",8.9,"Keyboard","Canada",2021,2,9
"2021-02-09 05:24:32",12.9,"Keyboard","France",2021,2,9
"2021-02-09 05:28:03",9.1,"Keyboard","Canada",2021,2,9
"2021-02-09 05:58:33",11.2,"UsbCable","Canada",2021,2,9
"2021-02-09 06:00:29",16.6,"Keyboard","US",2021,2,9
"2021-02-09 06:04:11",9.1,"Charger","US",2021,2,9
"2021-02-09 06:24:53",17.3,"Charger","Canada",2021,2,9
"2021-02-09 06:35:46",19.7,"Charger","France",2021,2,9
"2021-02-09 06:42:20",10.6,"Keyboard","US",2021,2,9
"2021-02-09 06:51:34",19,"UsbCable","UK",2021,2,9
"2021-02-09 06:53:49",17.9,"UsbCable","Canada",2021,2,9
"2021-02-09 06:55:28",2,"Charger","Canada",2021,2,9
"2021-02-09 07:12:51",8.9,"Mouse","UK",2021,2,9
"2021-02-09 07:17:51",19.1,"Charger","UK",2021,2,9
"2021-02-09 07:24:01",11.4,"UsbCable","Canada",2021,2,9
"2021-02-09 07:25:54",17.8,"Charger","UK",2021,2,9
"2021-02-09 07:33:06",10.7,"Keyboard","US",2021,2,9
"2021-02-09 07:46:41",11.9,"Charger","UK",2021,2,9
"2021-02-09 07:48:30",2.4,"Keyboard","UK",2021,2,9
"2021-02-09 08:00:38",9.5,"UsbCable","US",2021,2,9
"2021-02-09 08:04:31",19.3,"Charger","France",2021,2,9
"2021-02-09 08:06:23",6.8,"UsbCable","US",2021,2,9
"2021-02-09 08:14:48",18.2,"Mouse","US",2021,2,9
"2021-02-09 08:37:55",4.5,"Charger","US",2021,2,9
"2021-02-09 08:45:46",14.9,"Keyboard","Canada",2021,2,9
"2021-02-09 08:52:51",8.4,"Mouse","UK",2021,2,9
"2021-02-09 08:54:24",18.9,"Keyboard","France",2021,2,9
"2021-02-09 09:15:09",16.6,"Keyboard","France",2021,2,9
