"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-05-14 04:02:19",2.9,"Charger","France",2021,5,14
"2021-05-14 04:17:22",11.7,"Keyboard","France",2021,5,14
"2021-05-14 04:28:02",14.9,"Keyboard","UK",2021,5,14
"2021-05-14 04:28:11",2.6,"Charger","UK",2021,5,14
"2021-05-14 04:44:04",11.3,"Charger","UK",2021,5,14
"2021-05-14 04:57:50",15.1,"Keyboard","UK",2021,5,14
"2021-05-14 05:18:37",10.7,"UsbCable","US",2021,5,14
"2021-05-14 05:38:23",6,"UsbCable","France",2021,5,14
"2021-05-14 05:44:22",6.4,"Keyboard","Canada",2021,5,14
"2021-05-14 05:45:51",8.3,"Keyboard","US",2021,5,14
"2021-05-14 06:01:44",15.2,"Mouse","US",2021,5,14
"2021-05-14 06:07:11",6.1,"UsbCable","France",2021,5,14
"2021-05-14 06:17:47",4.2,"Mouse","UK",2021,5,14
"2021-05-14 06:43:36",4.9,"Keyboard","UK",2021,5,14
"2021-05-14 06:44:11",7.7,"Keyboard","US",2021,5,14
"2021-05-14 06:46:21",15.5,"Keyboard","US",2021,5,14
"2021-05-14 07:02:51",5,"Keyboard","France",2021,5,14
"2021-05-14 07:03:14",17.3,"Mouse","Canada",2021,5,14
"2021-05-14 07:05:39",5.5,"UsbCable","Canada",2021,5,14
"2021-05-14 07:27:56",15.2,"UsbCable","US",2021,5,14
"2021-05-14 07:50:54",14,"Charger","Canada",2021,5,14
"2021-05-14 07:51:23",9.3,"Keyboard","UK",2021,5,14
"2021-05-14 07:53:53",16.7,"UsbCable","US",2021,5,14
"2021-05-14 07:55:21",19.4,"Charger","US",2021,5,14
"2021-05-14 07:59:46",14.8,"Keyboard","France",2021,5,14
"2021-05-14 08:00:35",7,"Mouse","US",2021,5,14
"2021-05-14 08:22:28",5.6,"Charger","Canada",2021,5,14
"2021-05-14 08:24:00",3.8,"UsbCable","US",2021,5,14
"2021-05-14 08:57:43",8.5,"UsbCable","Canada",2021,5,14
"2021-05-14 09:00:53",7.3,"Charger","Canada",2021,5,14
"2021-05-14 09:10:09",8.8,"Keyboard","UK",2021,5,14
"2021-05-14 09:23:48",2.6,"Charger","US",2021,5,14
"2021-05-14 09:28:29",12.4,"UsbCable","UK",2021,5,14
"2021-05-14 09:32:59",4.8,"Mouse","Canada",2021,5,14
"2021-05-14 09:35:42",8.5,"Mouse","Canada",2021,5,14
"2021-05-14 10:04:47",12.8,"UsbCable","UK",2021,5,14
"2021-05-14 10:11:21",3.1,"Charger","UK",2021,5,14
"2021-05-14 10:14:10",2.4,"Charger","UK",2021,5,14
"2021-05-14 10:15:15",15.5,"Charger","US",2021,5,14
"2021-05-14 10:25:37",20,"UsbCable","US",2021,5,14
"2021-05-14 10:28:51",5.9,"Keyboard","UK",2021,5,14
"2021-05-14 10:41:48",2.8,"UsbCable","Canada",2021,5,14
"2021-05-14 10:54:36",10,"Charger","France",2021,5,14
"2021-05-14 10:59:36",4.8,"Charger","Canada",2021,5,14
"2021-05-14 11:11:09",3.9,"Charger","UK",2021,5,14
"2021-05-14 11:32:19",17.4,"Charger","Canada",2021,5,14
"2021-05-14 11:32:45",15.9,"UsbCable","France",2021,5,14
"2021-05-14 11:38:18",5.3,"Mouse","Canada",2021,5,14
"2021-05-14 11:40:13",2.6,"Charger","Canada",2021,5,14
"2021-05-14 11:40:37",8.4,"Mouse","UK",2021,5,14
"2021-05-14 11:49:14",4.1,"Keyboard","UK",2021,5,14
"2021-05-14 11:57:35",3.6,"Keyboard","France",2021,5,14
"2021-05-14 12:02:01",9,"Keyboard","France",2021,5,14
"2021-05-14 12:05:15",12,"Keyboard","Canada",2021,5,14
"2021-05-14 12:10:41",10.6,"Mouse","Canada",2021,5,14
"2021-05-14 12:15:29",14,"Charger","Canada",2021,5,14
"2021-05-14 12:23:23",12.4,"Charger","Canada",2021,5,14
"2021-05-14 12:30:43",15.4,"Charger","Canada",2021,5,14
"2021-05-14 12:34:04",5,"Charger","UK",2021,5,14
"2021-05-14 12:41:02",10.3,"Keyboard","France",2021,5,14
"2021-05-14 12:50:46",12.8,"Mouse","US",2021,5,14
"2021-05-14 13:06:11",12.3,"UsbCable","France",2021,5,14
"2021-05-14 13:08:44",2.2,"Charger","US",2021,5,14
"2021-05-14 13:12:47",12,"Keyboard","Canada",2021,5,14
"2021-05-14 13:16:08",5.9,"Charger","France",2021,5,14
"2021-05-14 13:30:28",15.7,"UsbCable","France",2021,5,14
"2021-05-14 13:31:39",19.6,"Keyboard","UK",2021,5,14
"2021-05-14 13:42:09",10,"Keyboard","France",2021,5,14
"2021-05-14 13:46:19",16.3,"Mouse","UK",2021,5,14
"2021-05-14 13:47:00",17.1,"Mouse","France",2021,5,14
"2021-05-14 14:12:08",4.8,"Mouse","UK",2021,5,14
"2021-05-14 14:27:10",11.5,"Charger","UK",2021,5,14
"2021-05-14 14:29:32",18.7,"Charger","UK",2021,5,14
"2021-05-14 14:38:27",4.1,"Keyboard","US",2021,5,14
"2021-05-14 14:43:13",17.4,"Charger","US",2021,5,14
"2021-05-14 15:00:53",12.9,"Charger","UK",2021,5,14
"2021-05-14 15:09:48",10.4,"Keyboard","UK",2021,5,14
"2021-05-14 15:29:51",19,"UsbCable","US",2021,5,14
"2021-05-14 15:34:18",13.4,"Mouse","UK",2021,5,14
"2021-05-14 15:39:51",12.2,"Keyboard","US",2021,5,14
"2021-05-14 15:42:37",4.5,"UsbCable","Canada",2021,5,14
"2021-05-14 15:46:54",7,"Mouse","France",2021,5,14
"2021-05-14 15:47:20",14.4,"Keyboard","UK",2021,5,14
"2021-05-14 15:50:17",14.5,"UsbCable","Canada",2021,5,14
"2021-05-14 15:59:08",3.5,"UsbCable","US",2021,5,14
"2021-05-14 16:06:14",7.5,"Keyboard","US",2021,5,14
"2021-05-14 16:07:34",3.4,"Charger","UK",2021,5,14
"2021-05-14 16:30:16",8.6,"UsbCable","UK",2021,5,14
"2021-05-14 16:48:32",17.8,"Keyboard","US",2021,5,14
"2021-05-14 16:49:50",3.8,"UsbCable","UK",2021,5,14
"2021-05-14 16:53:01",16.2,"UsbCable","US",2021,5,14
"2021-05-14 17:04:57",15.1,"Keyboard","US",2021,5,14
"2021-05-14 17:12:44",12.4,"Charger","Canada",2021,5,14
"2021-05-14 17:18:32",18.9,"Keyboard","UK",2021,5,14
"2021-05-14 17:23:24",8.4,"Keyboard","US",2021,5,14
"2021-05-14 17:25:45",3,"UsbCable","France",2021,5,14
"2021-05-14 17:27:41",9,"UsbCable","France",2021,5,14
"2021-05-14 17:32:43",4.9,"Keyboard","UK",2021,5,14
"2021-05-14 17:41:55",19.7,"Charger","US",2021,5,14
"2021-05-14 17:43:44",17.7,"Mouse","Canada",2021,5,14
"2021-05-14 17:47:42",19.8,"Keyboard","UK",2021,5,14
"2021-05-14 17:53:03",10.6,"Charger","US",2021,5,14
"2021-05-14 17:57:30",16.6,"UsbCable","Canada",2021,5,14
"2021-05-14 17:57:40",15.8,"Charger","France",2021,5,14
"2021-05-14 18:05:38",14.5,"Charger","UK",2021,5,14
"2021-05-14 18:16:20",15.9,"UsbCable","France",2021,5,14
"2021-05-14 18:20:35",4.2,"UsbCable","France",2021,5,14
"2021-05-14 18:20:46",18.1,"Mouse","US",2021,5,14
"2021-05-14 18:20:49",8.4,"Keyboard","UK",2021,5,14
"2021-05-14 18:24:14",13.9,"Charger","Canada",2021,5,14
"2021-05-14 18:31:58",3.6,"UsbCable","UK",2021,5,14
"2021-05-14 18:43:46",17.9,"UsbCable","UK",2021,5,14
"2021-05-14 18:45:55",7.5,"UsbCable","Canada",2021,5,14
"2021-05-14 19:30:45",17.3,"UsbCable","US",2021,5,14
"2021-05-14 19:30:51",17.3,"UsbCable","France",2021,5,14
"2021-05-14 19:54:30",14.8,"Keyboard","US",2021,5,14
"2021-05-14 20:01:16",14.7,"Charger","France",2021,5,14
"2021-05-14 20:09:18",2.6,"UsbCable","US",2021,5,14
"2021-05-14 20:10:27",12.7,"Charger","US",2021,5,14
"2021-05-14 20:13:20",7.6,"Keyboard","US",2021,5,14
"2021-05-14 20:13:51",17.3,"Mouse","Canada",2021,5,14
"2021-05-14 20:21:20",17.3,"Charger","UK",2021,5,14
"2021-05-14 20:35:59",11.5,"Charger","UK",2021,5,14
