"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-05-23 04:04:21",13,"Keyboard","UK",2021,5,23
"2021-05-23 04:04:45",15.2,"UsbCable","Canada",2021,5,23
"2021-05-23 04:08:33",4.4,"UsbCable","UK",2021,5,23
"2021-05-23 04:11:04",3.8,"Keyboard","US",2021,5,23
"2021-05-23 04:23:26",7.7,"Mouse","UK",2021,5,23
"2021-05-23 04:37:23",12.7,"UsbCable","US",2021,5,23
"2021-05-23 04:38:34",8.6,"Charger","US",2021,5,23
"2021-05-23 04:43:06",6,"Keyboard","US",2021,5,23
"2021-05-23 04:46:35",8.8,"Mouse","US",2021,5,23
"2021-05-23 04:46:45",17.1,"Mouse","UK",2021,5,23
"2021-05-23 05:09:19",7,"UsbCable","US",2021,5,23
"2021-05-23 05:09:34",3.7,"Mouse","France",2021,5,23
"2021-05-23 05:27:12",3.7,"Mouse","US",2021,5,23
"2021-05-23 05:27:23",2.7,"Keyboard","France",2021,5,23
"2021-05-23 05:30:01",6.9,"UsbCable","France",2021,5,23
"2021-05-23 05:36:46",11.6,"UsbCable","UK",2021,5,23
"2021-05-23 05:38:50",3.1,"Mouse","Canada",2021,5,23
"2021-05-23 05:40:50",5,"Charger","UK",2021,5,23
"2021-05-23 05:51:09",11.5,"Mouse","US",2021,5,23
"2021-05-23 05:52:05",4.8,"Mouse","France",2021,5,23
"2021-05-23 05:53:33",3.9,"Charger","France",2021,5,23
"2021-05-23 05:58:27",16.9,"Charger","France",2021,5,23
"2021-05-23 05:59:16",8.8,"Mouse","Canada",2021,5,23
"2021-05-23 06:00:49",2.8,"Keyboard","Canada",2021,5,23
"2021-05-23 06:03:32",9.7,"Mouse","US",2021,5,23
"2021-05-23 06:07:19",17.2,"UsbCable","UK",2021,5,23
"2021-05-23 06:17:52",13.9,"Keyboard","France",2021,5,23
"2021-05-23 06:19:31",7.3,"Charger","Canada",2021,5,23
"2021-05-23 06:25:08",12.7,"Mouse","Canada",2021,5,23
"2021-05-23 06:31:23",9.7,"Keyboard","UK",2021,5,23
"2021-05-23 06:32:21",15.2,"Charger","US",2021,5,23
"2021-05-23 06:36:47",11.1,"Charger","Canada",2021,5,23
"2021-05-23 06:50:26",20,"Charger","US",2021,5,23
"2021-05-23 07:00:02",14.5,"Mouse","Canada",2021,5,23
"2021-05-23 07:01:15",8.5,"UsbCable","UK",2021,5,23
"2021-05-23 07:04:40",6.8,"Keyboard","US",2021,5,23
"2021-05-23 07:05:30",10.2,"UsbCable","US",2021,5,23
"2021-05-23 07:06:12",12.9,"UsbCable","US",2021,5,23
"2021-05-23 07:07:38",15.7,"Mouse","UK",2021,5,23
"2021-05-23 07:14:43",5.7,"Keyboard","US",2021,5,23
"2021-05-23 07:17:06",19.2,"UsbCable","UK",2021,5,23
"2021-05-23 07:18:33",3.6,"Keyboard","France",2021,5,23
"2021-05-23 07:27:33",12.1,"Charger","US",2021,5,23
"2021-05-23 07:27:40",9.9,"Charger","US",2021,5,23
"2021-05-23 07:29:33",8.8,"UsbCable","US",2021,5,23
"2021-05-23 07:38:15",17.1,"UsbCable","UK",2021,5,23
"2021-05-23 07:41:33",16.1,"UsbCable","Canada",2021,5,23
"2021-05-23 07:44:52",2.3,"Charger","Canada",2021,5,23
"2021-05-23 07:45:02",17.9,"Keyboard","UK",2021,5,23
"2021-05-23 07:50:49",12.4,"Mouse","France",2021,5,23
"2021-05-23 07:58:29",2.7,"Charger","US",2021,5,23
"2021-05-23 07:59:59",14.6,"Mouse","Canada",2021,5,23
"2021-05-23 08:02:34",18.8,"Charger","France",2021,5,23
"2021-05-23 08:03:00",15.3,"Mouse","US",2021,5,23
"2021-05-23 08:04:03",16.5,"Keyboard","US",2021,5,23
"2021-05-23 08:15:52",17.6,"Mouse","France",2021,5,23
