"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-04-16 04:06:14",14.4,"Charger","France",2021,4,16
"2021-04-16 04:08:39",7.2,"Keyboard","France",2021,4,16
"2021-04-16 04:12:35",18.1,"UsbCable","Canada",2021,4,16
"2021-04-16 04:19:21",14.4,"UsbCable","France",2021,4,16
"2021-04-16 04:23:06",4.4,"Mouse","UK",2021,4,16
"2021-04-16 04:24:23",19.2,"Charger","UK",2021,4,16
"2021-04-16 04:25:45",19.6,"Charger","UK",2021,4,16
"2021-04-16 04:29:49",4,"Mouse","Canada",2021,4,16
"2021-04-16 04:40:24",13.2,"Mouse","UK",2021,4,16
"2021-04-16 04:49:20",6.6,"Mouse","France",2021,4,16
"2021-04-16 04:50:00",11.9,"Charger","UK",2021,4,16
"2021-04-16 05:03:45",6.5,"UsbCable","France",2021,4,16
"2021-04-16 05:06:09",3.3,"Mouse","France",2021,4,16
"2021-04-16 05:07:16",12.8,"UsbCable","Canada",2021,4,16
"2021-04-16 05:09:05",2.9,"UsbCable","France",2021,4,16
"2021-04-16 05:13:54",18,"Charger","France",2021,4,16
"2021-04-16 05:17:59",5.5,"Keyboard","UK",2021,4,16
"2021-04-16 05:20:39",13.6,"Mouse","Canada",2021,4,16
"2021-04-16 05:38:06",16.3,"Mouse","UK",2021,4,16
"2021-04-16 05:38:41",9.5,"Charger","UK",2021,4,16
"2021-04-16 05:42:04",14.5,"Keyboard","Canada",2021,4,16
"2021-04-16 05:43:39",19.6,"UsbCable","US",2021,4,16
"2021-04-16 05:44:28",3.7,"Charger","Canada",2021,4,16
"2021-04-16 05:49:12",8.6,"UsbCable","France",2021,4,16
"2021-04-16 06:00:10",12.3,"Mouse","UK",2021,4,16
"2021-04-16 06:02:34",5.1,"Keyboard","UK",2021,4,16
"2021-04-16 06:06:21",18.4,"UsbCable","UK",2021,4,16
"2021-04-16 06:10:34",15.6,"Charger","France",2021,4,16
"2021-04-16 06:32:43",5,"Mouse","France",2021,4,16
"2021-04-16 06:36:23",10.5,"Mouse","UK",2021,4,16
"2021-04-16 06:39:19",7.5,"Mouse","Canada",2021,4,16
"2021-04-16 06:47:42",4.6,"UsbCable","US",2021,4,16
"2021-04-16 06:52:26",6.7,"Mouse","UK",2021,4,16
"2021-04-16 06:54:14",6.3,"Mouse","UK",2021,4,16
"2021-04-16 07:00:56",19,"UsbCable","Canada",2021,4,16
"2021-04-16 07:17:49",17,"Charger","Canada",2021,4,16
"2021-04-16 07:19:03",16.2,"Keyboard","UK",2021,4,16
"2021-04-16 07:28:56",20,"Charger","France",2021,4,16
"2021-04-16 07:29:51",16,"Keyboard","France",2021,4,16
"2021-04-16 07:35:46",2,"Mouse","US",2021,4,16
"2021-04-16 07:38:16",8.5,"Charger","France",2021,4,16
"2021-04-16 07:38:26",14.7,"Keyboard","France",2021,4,16
"2021-04-16 07:40:34",11.2,"Mouse","US",2021,4,16
"2021-04-16 07:55:04",15.6,"Charger","UK",2021,4,16
"2021-04-16 08:00:29",10.4,"UsbCable","France",2021,4,16
"2021-04-16 08:01:50",12.9,"Charger","US",2021,4,16
"2021-04-16 08:06:27",7.7,"Keyboard","US",2021,4,16
"2021-04-16 08:19:52",7,"Keyboard","US",2021,4,16
"2021-04-16 08:23:18",14.4,"Charger","US",2021,4,16
"2021-04-16 08:23:33",19.8,"Keyboard","Canada",2021,4,16
"2021-04-16 08:26:44",16.6,"Charger","US",2021,4,16
"2021-04-16 08:32:16",3.1,"Mouse","UK",2021,4,16
"2021-04-16 08:39:03",4.5,"Mouse","UK",2021,4,16
"2021-04-16 08:50:01",4.7,"UsbCable","US",2021,4,16
"2021-04-16 09:03:55",16.9,"UsbCable","US",2021,4,16
"2021-04-16 09:05:49",9.5,"UsbCable","Canada",2021,4,16
"2021-04-16 09:07:40",6.2,"Keyboard","US",2021,4,16
"2021-04-16 09:16:13",13.4,"Charger","UK",2021,4,16
"2021-04-16 09:22:38",8.6,"UsbCable","UK",2021,4,16
"2021-04-16 09:31:41",14.2,"UsbCable","France",2021,4,16
"2021-04-16 09:35:15",6.8,"Charger","US",2021,4,16
"2021-04-16 09:37:10",17.2,"Charger","US",2021,4,16
"2021-04-16 09:43:28",2.1,"Charger","Canada",2021,4,16
"2021-04-16 09:50:55",11.8,"Mouse","France",2021,4,16
"2021-04-16 09:52:30",4.5,"UsbCable","US",2021,4,16
"2021-04-16 09:52:36",7.4,"UsbCable","Canada",2021,4,16
"2021-04-16 10:03:08",10.3,"Charger","France",2021,4,16
"2021-04-16 10:03:50",6.3,"Mouse","Canada",2021,4,16
"2021-04-16 10:07:00",5.5,"Keyboard","US",2021,4,16
"2021-04-16 10:07:57",7.2,"UsbCable","Canada",2021,4,16
"2021-04-16 10:16:05",10,"UsbCable","France",2021,4,16
"2021-04-16 10:42:02",12.4,"Charger","UK",2021,4,16
"2021-04-16 10:52:17",19,"Mouse","US",2021,4,16
"2021-04-16 11:05:16",16.9,"Keyboard","Canada",2021,4,16
"2021-04-16 11:10:58",8.6,"Charger","France",2021,4,16
"2021-04-16 11:14:47",5,"Keyboard","US",2021,4,16
"2021-04-16 11:25:37",16,"Charger","UK",2021,4,16
"2021-04-16 11:26:03",18.7,"Keyboard","UK",2021,4,16
"2021-04-16 11:26:18",12,"UsbCable","Canada",2021,4,16
"2021-04-16 11:26:39",18.2,"UsbCable","UK",2021,4,16
"2021-04-16 11:31:59",14.8,"Mouse","US",2021,4,16
"2021-04-16 11:44:58",7.8,"Keyboard","Canada",2021,4,16
"2021-04-16 11:52:08",14.5,"UsbCable","Canada",2021,4,16
"2021-04-16 11:55:26",15.6,"UsbCable","US",2021,4,16
"2021-04-16 12:00:51",18,"Charger","US",2021,4,16
