"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-01-11 04:00:57",3,"Charger","France",2021,1,11
"2021-01-11 04:48:15",12.2,"UsbCable","US",2021,1,11
"2021-01-11 04:57:29",5.8,"Charger","Canada",2021,1,11
"2021-01-11 05:09:41",8.9,"Charger","UK",2021,1,11
"2021-01-11 05:13:18",5.4,"Charger","France",2021,1,11
"2021-01-11 05:13:21",10.4,"UsbCable","France",2021,1,11
"2021-01-11 05:18:46",12.6,"UsbCable","US",2021,1,11
"2021-01-11 05:28:35",7.9,"Mouse","Canada",2021,1,11
"2021-01-11 05:32:39",11,"Keyboard","France",2021,1,11
"2021-01-11 05:34:04",9.1,"Charger","France",2021,1,11
"2021-01-11 05:34:08",17.1,"Mouse","Canada",2021,1,11
"2021-01-11 05:36:52",15.6,"UsbCable","Canada",2021,1,11
"2021-01-11 05:43:09",8.9,"Charger","UK",2021,1,11
"2021-01-11 05:51:34",15.8,"Mouse","France",2021,1,11
"2021-01-11 05:57:52",3,"UsbCable","France",2021,1,11
"2021-01-11 05:57:58",19.1,"Mouse","US",2021,1,11
"2021-01-11 06:00:15",8.6,"UsbCable","US",2021,1,11
"2021-01-11 06:03:22",16.8,"Keyboard","Canada",2021,1,11
"2021-01-11 06:11:33",17.9,"Keyboard","US",2021,1,11
"2021-01-11 06:11:57",15.2,"Mouse","France",2021,1,11
"2021-01-11 06:12:03",9.8,"UsbCable","France",2021,1,11
"2021-01-11 06:16:15",18.3,"Charger","Canada",2021,1,11
"2021-01-11 06:20:30",2.6,"Charger","UK",2021,1,11
"2021-01-11 06:22:02",19.2,"Charger","UK",2021,1,11
"2021-01-11 06:23:18",8.3,"Mouse","France",2021,1,11
"2021-01-11 06:25:55",18.9,"UsbCable","US",2021,1,11
"2021-01-11 06:26:20",4.3,"Charger","US",2021,1,11
"2021-01-11 06:27:54",7.8,"Mouse","US",2021,1,11
"2021-01-11 06:33:37",11.7,"UsbCable","Canada",2021,1,11
"2021-01-11 06:57:49",16.3,"UsbCable","UK",2021,1,11
"2021-01-11 07:16:33",7.7,"Mouse","UK",2021,1,11
"2021-01-11 07:17:33",3.5,"Mouse","US",2021,1,11
"2021-01-11 07:44:22",18.1,"Charger","US",2021,1,11
"2021-01-11 07:45:31",8.9,"UsbCable","UK",2021,1,11
"2021-01-11 07:56:20",12.4,"UsbCable","UK",2021,1,11
"2021-01-11 07:59:30",4.5,"Mouse","Canada",2021,1,11
"2021-01-11 08:01:04",8.5,"UsbCable","Canada",2021,1,11
"2021-01-11 08:26:28",10.6,"UsbCable","US",2021,1,11
"2021-01-11 08:29:25",4.5,"Keyboard","US",2021,1,11
"2021-01-11 08:29:38",9.2,"Keyboard","France",2021,1,11
"2021-01-11 08:32:18",14.4,"Keyboard","UK",2021,1,11
"2021-01-11 08:33:21",8.7,"Charger","US",2021,1,11
"2021-01-11 08:44:50",9.7,"Charger","France",2021,1,11
"2021-01-11 08:50:44",11.7,"Charger","US",2021,1,11
"2021-01-11 09:31:46",19.3,"UsbCable","UK",2021,1,11
"2021-01-11 09:32:04",19.3,"Charger","UK",2021,1,11
"2021-01-11 09:33:40",7.8,"Keyboard","Canada",2021,1,11
"2021-01-11 09:35:18",4.9,"Keyboard","Canada",2021,1,11
"2021-01-11 09:45:23",17.4,"UsbCable","Canada",2021,1,11
"2021-01-11 09:52:47",10,"Mouse","France",2021,1,11
"2021-01-11 09:52:59",7,"Mouse","France",2021,1,11
"2021-01-11 10:01:30",5.6,"UsbCable","UK",2021,1,11
"2021-01-11 10:12:45",6.5,"Keyboard","UK",2021,1,11
"2021-01-11 10:15:44",17.9,"Mouse","US",2021,1,11
"2021-01-11 10:24:15",20,"UsbCable","Canada",2021,1,11
"2021-01-11 10:31:02",13.1,"Keyboard","France",2021,1,11
"2021-01-11 10:31:13",2.7,"Keyboard","Canada",2021,1,11
"2021-01-11 10:44:36",14.4,"Charger","France",2021,1,11
"2021-01-11 10:45:00",14.4,"Mouse","UK",2021,1,11
"2021-01-11 10:46:06",15.6,"Mouse","US",2021,1,11
"2021-01-11 10:53:09",7.1,"UsbCable","UK",2021,1,11
"2021-01-11 11:09:27",3.6,"UsbCable","France",2021,1,11
"2021-01-11 11:12:14",3.3,"UsbCable","France",2021,1,11
"2021-01-11 11:13:33",2.8,"Charger","Canada",2021,1,11
"2021-01-11 11:14:19",6,"Mouse","US",2021,1,11
"2021-01-11 11:22:24",8.9,"Charger","Canada",2021,1,11
"2021-01-11 11:23:45",5.8,"UsbCable","US",2021,1,11
"2021-01-11 11:34:18",16.1,"UsbCable","UK",2021,1,11
"2021-01-11 12:07:26",5.3,"UsbCable","US",2021,1,11
"2021-01-11 12:25:11",8.1,"Keyboard","US",2021,1,11
"2021-01-11 12:26:01",2.8,"Charger","US",2021,1,11
"2021-01-11 12:29:36",13.7,"Charger","UK",2021,1,11
"2021-01-11 12:36:48",3.8,"Keyboard","Canada",2021,1,11
"2021-01-11 12:51:56",3.9,"Charger","US",2021,1,11
"2021-01-11 13:02:18",19.5,"Mouse","Canada",2021,1,11
"2021-01-11 13:03:14",8.2,"Mouse","France",2021,1,11
"2021-01-11 13:09:15",12.2,"UsbCable","UK",2021,1,11
"2021-01-11 13:12:51",7.3,"UsbCable","UK",2021,1,11
"2021-01-11 13:30:44",16.4,"UsbCable","Canada",2021,1,11
"2021-01-11 13:33:02",15.2,"Keyboard","Canada",2021,1,11
"2021-01-11 13:38:47",16.8,"Charger","UK",2021,1,11
"2021-01-11 13:47:58",13.3,"Keyboard","Canada",2021,1,11
"2021-01-11 13:49:47",19.2,"Charger","US",2021,1,11
"2021-01-11 13:54:43",5.6,"Mouse","US",2021,1,11
"2021-01-11 13:55:36",17.3,"Mouse","France",2021,1,11
"2021-01-11 13:57:34",9,"Keyboard","Canada",2021,1,11
"2021-01-11 14:00:19",19.7,"Mouse","France",2021,1,11
"2021-01-11 14:14:51",9.5,"Mouse","US",2021,1,11
"2021-01-11 14:21:27",7.9,"Keyboard","US",2021,1,11
"2021-01-11 14:47:35",11.6,"Keyboard","France",2021,1,11
"2021-01-11 14:51:15",14.9,"Mouse","US",2021,1,11
"2021-01-11 15:20:55",13.2,"Keyboard","France",2021,1,11
"2021-01-11 15:29:51",9.2,"Mouse","US",2021,1,11
"2021-01-11 15:30:11",4.7,"Mouse","France",2021,1,11
"2021-01-11 15:30:48",11.7,"Mouse","Canada",2021,1,11
"2021-01-11 15:56:46",10.4,"Mouse","US",2021,1,11
"2021-01-11 15:58:25",7.1,"UsbCable","France",2021,1,11
"2021-01-11 16:04:09",18.7,"UsbCable","France",2021,1,11
"2021-01-11 16:15:15",8.6,"UsbCable","US",2021,1,11
"2021-01-11 16:18:00",8.1,"Keyboard","US",2021,1,11
"2021-01-11 16:32:21",14,"Charger","US",2021,1,11
"2021-01-11 16:42:06",15,"Charger","France",2021,1,11
"2021-01-11 16:44:34",12.1,"Keyboard","France",2021,1,11
"2021-01-11 16:54:04",4.1,"Charger","US",2021,1,11
"2021-01-11 17:11:47",9.5,"Charger","France",2021,1,11
"2021-01-11 17:18:27",7.8,"UsbCable","US",2021,1,11
"2021-01-11 17:20:25",12.1,"Mouse","US",2021,1,11
"2021-01-11 17:28:08",13.2,"Mouse","UK",2021,1,11
"2021-01-11 17:34:45",10,"Keyboard","US",2021,1,11
"2021-01-11 17:36:06",4.9,"Mouse","US",2021,1,11
"2021-01-11 17:39:22",19.1,"Keyboard","UK",2021,1,11
"2021-01-11 17:43:04",18.9,"UsbCable","Canada",2021,1,11
"2021-01-11 17:47:58",10.2,"Keyboard","US",2021,1,11
"2021-01-11 18:04:28",7.6,"UsbCable","France",2021,1,11
"2021-01-11 18:13:56",16.6,"Charger","Canada",2021,1,11
"2021-01-11 18:15:23",6.7,"Keyboard","UK",2021,1,11
"2021-01-11 18:17:15",9.5,"Keyboard","Canada",2021,1,11
"2021-01-11 18:18:59",12.5,"Mouse","UK",2021,1,11
"2021-01-11 18:33:39",16.7,"Charger","France",2021,1,11
"2021-01-11 18:36:00",3.4,"Keyboard","UK",2021,1,11
"2021-01-11 18:49:34",12.7,"Keyboard","US",2021,1,11
"2021-01-11 18:58:04",10.1,"Charger","UK",2021,1,11
"2021-01-11 19:00:02",6.3,"Charger","Canada",2021,1,11
"2021-01-11 19:01:03",2.9,"UsbCable","Canada",2021,1,11
"2021-01-11 19:07:01",11.4,"Charger","UK",2021,1,11
"2021-01-11 19:09:55",4.5,"Keyboard","France",2021,1,11
"2021-01-11 19:24:58",2.8,"Charger","UK",2021,1,11
"2021-01-11 19:25:20",10.6,"Mouse","UK",2021,1,11
"2021-01-11 19:26:40",2.3,"Charger","Canada",2021,1,11
"2021-01-11 19:28:30",13.6,"Mouse","US",2021,1,11
"2021-01-11 19:47:13",3.2,"UsbCable","France",2021,1,11
"2021-01-11 19:48:04",17.6,"Mouse","France",2021,1,11
"2021-01-11 19:55:07",2.2,"Keyboard","France",2021,1,11
"2021-01-11 20:12:36",2.5,"UsbCable","France",2021,1,11
"2021-01-11 20:13:19",15.8,"Mouse","US",2021,1,11
"2021-01-11 20:19:08",18.3,"Charger","France",2021,1,11
"2021-01-11 20:24:18",11.9,"Charger","US",2021,1,11
"2021-01-11 20:30:48",4,"Mouse","UK",2021,1,11
"2021-01-11 20:38:06",8.9,"Charger","UK",2021,1,11
"2021-01-11 20:38:32",3.5,"Keyboard","UK",2021,1,11
