"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-06-06 04:07:36",2.6,"Charger","US",2021,6,6
"2021-06-06 04:14:43",15.9,"Keyboard","France",2021,6,6
"2021-06-06 04:22:11",14.1,"UsbCable","US",2021,6,6
"2021-06-06 04:30:54",14.6,"Keyboard","Canada",2021,6,6
"2021-06-06 04:39:10",2.1,"UsbCable","UK",2021,6,6
"2021-06-06 04:42:33",12.2,"Mouse","Canada",2021,6,6
"2021-06-06 04:58:12",11.9,"Keyboard","Canada",2021,6,6
"2021-06-06 05:04:36",11.4,"Charger","US",2021,6,6
"2021-06-06 05:21:12",11.2,"Charger","Canada",2021,6,6
"2021-06-06 05:23:04",9.9,"Mouse","Canada",2021,6,6
"2021-06-06 05:23:21",7,"Keyboard","France",2021,6,6
"2021-06-06 05:24:19",7.9,"Mouse","Canada",2021,6,6
"2021-06-06 05:52:03",4.5,"Charger","Canada",2021,6,6
"2021-06-06 05:58:56",16.5,"Keyboard","France",2021,6,6
"2021-06-06 05:59:23",7.9,"Charger","US",2021,6,6
"2021-06-06 06:05:06",3.9,"Charger","US",2021,6,6
"2021-06-06 06:08:28",7,"UsbCable","Canada",2021,6,6
"2021-06-06 06:12:10",7.4,"Keyboard","US",2021,6,6
"2021-06-06 06:23:38",6.5,"UsbCable","US",2021,6,6
"2021-06-06 06:29:06",4.1,"Charger","UK",2021,6,6
"2021-06-06 06:56:29",16.1,"Keyboard","US",2021,6,6
"2021-06-06 07:01:29",10.7,"UsbCable","Canada",2021,6,6
"2021-06-06 07:24:15",18.2,"Charger","UK",2021,6,6
"2021-06-06 07:30:55",5.9,"Mouse","France",2021,6,6
"2021-06-06 07:35:16",3.4,"UsbCable","UK",2021,6,6
"2021-06-06 07:41:08",7.1,"Charger","France",2021,6,6
"2021-06-06 07:41:22",13.8,"Mouse","UK",2021,6,6
"2021-06-06 07:47:21",15.3,"UsbCable","Canada",2021,6,6
"2021-06-06 07:51:11",8.4,"UsbCable","Canada",2021,6,6
"2021-06-06 07:53:09",6.3,"Keyboard","UK",2021,6,6
"2021-06-06 08:31:34",9.4,"UsbCable","UK",2021,6,6
"2021-06-06 08:33:08",17.2,"Mouse","UK",2021,6,6
"2021-06-06 08:48:52",3.7,"UsbCable","US",2021,6,6
"2021-06-06 09:03:27",8.7,"Mouse","US",2021,6,6
"2021-06-06 09:20:02",2.3,"UsbCable","Canada",2021,6,6
"2021-06-06 09:27:38",13.1,"Keyboard","US",2021,6,6
"2021-06-06 09:35:49",13.2,"Charger","Canada",2021,6,6
"2021-06-06 09:38:43",17.3,"Mouse","France",2021,6,6
"2021-06-06 09:49:59",4,"Charger","France",2021,6,6
"2021-06-06 10:14:01",5.8,"Mouse","US",2021,6,6
"2021-06-06 10:18:14",7.5,"Keyboard","UK",2021,6,6
"2021-06-06 10:23:39",6,"Mouse","Canada",2021,6,6
"2021-06-06 10:57:53",11.2,"UsbCable","Canada",2021,6,6
"2021-06-06 11:16:12",16,"Keyboard","France",2021,6,6
"2021-06-06 11:18:21",4.4,"Mouse","France",2021,6,6
"2021-06-06 11:28:22",13.8,"Charger","Canada",2021,6,6
"2021-06-06 11:31:07",2.5,"Keyboard","Canada",2021,6,6
"2021-06-06 11:33:17",7.5,"Mouse","France",2021,6,6
"2021-06-06 11:58:17",17.8,"Mouse","UK",2021,6,6
"2021-06-06 12:01:20",13.6,"Charger","France",2021,6,6
"2021-06-06 12:05:23",7.1,"UsbCable","UK",2021,6,6
"2021-06-06 12:24:11",12.7,"Charger","UK",2021,6,6
"2021-06-06 12:39:39",12.1,"Keyboard","US",2021,6,6
"2021-06-06 13:19:51",4.4,"Keyboard","UK",2021,6,6
"2021-06-06 13:21:56",16.4,"UsbCable","US",2021,6,6
