"Date","Sale_In_Local_Currency","Item","Country","Year","Month","Day"
"2021-01-12 04:08:09",10.8,"UsbCable","France",2021,1,12
"2021-01-12 04:11:55",9.7,"Charger","US",2021,1,12
"2021-01-12 04:13:57",2.7,"UsbCable","US",2021,1,12
"2021-01-12 04:23:24",19.3,"Keyboard","Canada",2021,1,12
"2021-01-12 04:29:16",17,"UsbCable","Canada",2021,1,12
"2021-01-12 04:38:38",8.5,"UsbCable","Canada",2021,1,12
"2021-01-12 04:42:59",15.6,"Charger","US",2021,1,12
"2021-01-12 04:45:34",12.5,"Charger","UK",2021,1,12
"2021-01-12 04:47:27",6,"Keyboard","UK",2021,1,12
"2021-01-12 04:48:02",14.4,"Charger","US",2021,1,12
"2021-01-12 04:51:57",4.3,"Charger","UK",2021,1,12
"2021-01-12 05:05:19",16.3,"Charger","US",2021,1,12
"2021-01-12 05:09:55",8.5,"Keyboard","Canada",2021,1,12
"2021-01-12 05:27:03",6.6,"Keyboard","US",2021,1,12
"2021-01-12 05:27:26",17.3,"UsbCable","France",2021,1,12
"2021-01-12 05:29:36",14.8,"UsbCable","France",2021,1,12
"2021-01-12 05:39:28",4.4,"Charger","Canada",2021,1,12
"2021-01-12 05:41:55",6.5,"Keyboard","France",2021,1,12
"2021-01-12 05:54:53",2.3,"Charger","France",2021,1,12
"2021-01-12 06:00:27",3,"UsbCable","France",2021,1,12
"2021-01-12 06:05:07",11.8,"Charger","Canada",2021,1,12
"2021-01-12 06:14:22",4.6,"Keyboard","Canada",2021,1,12
"2021-01-12 06:15:17",12.8,"Mouse","Canada",2021,1,12
"2021-01-12 06:20:39",18.3,"Mouse","Canada",2021,1,12
"2021-01-12 06:26:03",13.5,"Charger","Canada",2021,1,12
"2021-01-12 06:31:25",15.5,"UsbCable","France",2021,1,12
"2021-01-12 06:33:39",14.2,"UsbCable","US",2021,1,12
"2021-01-12 06:37:19",7.4,"UsbCable","US",2021,1,12
"2021-01-12 06:38:44",8.6,"Charger","UK",2021,1,12
"2021-01-12 06:40:13",8.9,"Charger","Canada",2021,1,12
"2021-01-12 06:44:29",14.8,"Charger","US",2021,1,12
"2021-01-12 06:44:38",17.3,"UsbCable","France",2021,1,12
"2021-01-12 06:51:24",12.3,"UsbCable","UK",2021,1,12
"2021-01-12 06:51:55",8.4,"Charger","US",2021,1,12
"2021-01-12 06:53:16",17.5,"Mouse","US",2021,1,12
"2021-01-12 06:59:25",16.9,"Keyboard","Canada",2021,1,12
"2021-01-12 07:04:53",6.8,"Charger","UK",2021,1,12
"2021-01-12 07:29:37",18,"Keyboard","Canada",2021,1,12
"2021-01-12 07:41:10",19.2,"Charger","France",2021,1,12
"2021-01-12 07:52:51",17.7,"UsbCable","US",2021,1,12
